"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000103742.11",376.039860572836,-2.30453908894748,0.166970241745294,8.41683187181379e-45,2.26512638068914e-42,"IGDCC4","57722"
"ENSG00000151726.13",1457.5578016039,1.59052719218319,0.116082991107412,5.18026223427601e-44,1.37087006259724e-41,"ACSL1","2180"
"ENSG00000070404.9",1754.55617651246,1.61152168692972,0.11803219774255,8.28556237177357e-44,2.15669113670526e-41,"FSTL3","10272"
"ENSG00000163431.12",6767.32307333171,1.17619192010886,0.0857028452730169,1.51530118493693e-43,3.88063745394009e-41,"LMOD1","25802"
"ENSG00000134686.18",2879.83917418926,1.43438261897336,0.105256484051161,1.5559369889189e-43,3.92145516032607e-41,"PHC2","1912"
"ENSG00000172986.12",773.495691040761,-1.70135836105623,0.125678559721679,5.33270714307025e-43,1.32301131277609e-40,"GXYLT2","727936"
"ENSG00000136999.4",444.048529812162,-2.55941225701123,0.193703117089829,1.21456652684363e-41,2.96690574049587e-39,"CCN3","4856"
"ENSG00000168309.17",143.862423174799,4.77062224292874,0.35848220284328,1.34601899351838e-41,3.23819539077043e-39,"FAM107A","11170"
"ENSG00000130513.6",460.261542377842,-1.88816914683155,0.142993513408153,4.68704116010508e-41,1.11075879910669e-38,"GDF15","9518"
"ENSG00000138735.15",7420.80849750636,-1.13862000869058,0.0864235399712607,9.64432670033542e-41,2.25195028452832e-38,"PDE5A","8654"
"ENSG00000099337.4",944.17632772623,2.47954037433526,0.190656668405511,1.26965786107468e-40,2.92168514755708e-38,"KCNK6","9424"
"ENSG00000162407.8",25974.6465129434,-0.982622831654398,0.074686989766105,1.65295998898408e-40,3.74938552929847e-38,"PLPP3","8613"
"ENSG00000112837.16",2649.38407180656,-1.6995641719233,0.13022670941547,2.19668151090883e-40,4.91252239862119e-38,"TBX18","9096"
"ENSG00000115457.9",1912.06459347296,2.17222728690685,0.167747251461811,3.19598492625798e-40,7.04803453598946e-38,"IGFBP2","3485"
"ENSG00000149218.4",2035.37982682154,1.92356392019198,0.148763147975663,6.8728407708057e-40,1.4948899419021e-37,"ENDOD1","23052"
"ENSG00000068383.18",1415.38227758043,1.37075054501919,0.105995122803976,2.05192533544176e-39,4.40276628056003e-37,"INPP5A","3632"
"ENSG00000101825.7",4710.52630965842,-1.28781378481481,0.0997672957351841,3.16379974207832e-39,6.6979749739626e-37,"MXRA5","25878"
"ENSG00000131389.17",738.02057854768,-2.00525036900257,0.157660543484917,1.13743325062903e-38,2.37633752019575e-36,"SLC6A6","6533"
"ENSG00000020577.13",3112.73162681886,1.21342101655174,0.0947811284572225,1.19305857521877e-38,2.46017974770438e-36,"SAMD4A","23034"
"ENSG00000196517.11",238.360842466751,-2.37454971747642,0.187136863242571,2.62787058931502e-38,5.34940118168511e-36,"SLC6A9","6536"
"ENSG00000071282.11",4039.19689548925,1.60032257760815,0.126620401579149,5.47568829398e-38,1.10054403457993e-35,"LMCD1","29995"
"ENSG00000116584.17",2243.89129816271,-1.03775854077128,0.0819071477823604,6.49911759559873e-38,1.28991236478646e-35,"ARHGEF2","9181"
"ENSG00000150907.7",681.535071368183,2.21563521063745,0.176525521839921,8.17278108783428e-38,1.60206689027942e-35,"FOXO1","2308"
"ENSG00000122035.6",916.935218189406,2.13752047003981,0.17058773893927,1.20624212602462e-37,2.33569664353889e-35,"RASL11A","387496"
"ENSG00000147027.3",12610.9829178291,1.14848794112673,0.0906736870115462,1.98566643185913e-37,3.79860380783847e-35,"TMEM47","83604"
"ENSG00000163513.17",13244.4604427492,1.45558821362161,0.116507190173142,3.69907208623679e-37,6.99212697443665e-35,"TGFBR2","7048"
"ENSG00000185950.8",2262.41214561421,2.08688416649288,0.16838696799851,4.58295186882337e-37,8.56095409096206e-35,"IRS2","8660"
"ENSG00000221866.9",842.480304285478,2.69305168078903,0.218947007226982,6.25116125077379e-37,1.15413881790449e-34,"PLXNA4","91584"
"ENSG00000221869.4",1983.44969839333,1.52386255205117,0.122574915526315,8.13923237845603e-37,1.4854566862658e-34,"CEBPD","1052"
"ENSG00000197043.13",14122.978823166,0.949234956302592,0.076288586993958,1.37621834353138e-36,2.48313577938536e-34,"ANXA6","309"
"ENSG00000099998.17",529.661691196682,2.25366665322135,0.182708935489618,1.52812113223592e-36,2.72623677951032e-34,"GGT5","2687"
"ENSG00000060718.21",350.545579076679,2.33299955868432,0.189175445095616,1.90062269414452e-36,3.35312079306964e-34,"COL11A1","1301"
"ENSG00000180914.10",539.178389743269,1.84406526551172,0.148798637851536,2.13709538693835e-36,3.72887918173705e-34,"OXTR","5021"
"ENSG00000131831.17",1008.14351080681,1.44325590165209,0.116538439795289,2.49896154485133e-36,4.31288167490754e-34,"RAI2","10742"
"ENSG00000146122.16",2580.38981070882,1.6459516747766,0.133667097244135,2.65526771631157e-36,4.53336997845108e-34,"DAAM2","23500"
"ENSG00000008256.15",3724.83999812154,1.19839154343164,0.0970496701559487,3.57529210755724e-36,6.03920085997807e-34,"CYTH3","9265"
"ENSG00000119138.4",1701.92185805665,2.0572586845584,0.168797917623497,5.31966493204382e-36,8.89111997799913e-34,"KLF9","687"
"ENSG00000141401.11",621.580184300105,2.17936729222142,0.178597127921779,6.86965132651667e-36,1.13621170585866e-33,"IMPA2","3613"
"ENSG00000227051.6",4595.3203609404,-1.08112638394903,0.0879501198425184,8.68059942235572e-36,1.42093358379551e-33,"C14orf132","56967"
"ENSG00000137809.16",1175.56126097244,-1.66291033170362,0.136039928376013,9.70374495055177e-36,1.57220471760062e-33,"ITGA11","22801"
"ENSG00000134363.11",2738.58139293617,-1.51622694285711,0.125456196887604,4.18698761303846e-35,6.71525144644694e-33,"FST","10468"
"ENSG00000177666.16",2599.44645161922,1.14038745267811,0.0941159165367557,7.44045543282625e-35,1.18139551362415e-32,"PNPLA2","57104"
